cell_group	parameter	factor	c_lower	c_effect	c_upper	c_pH0	c_FDR	c_rhat	c_ess_bulk	c_ess_tail	v_lower	v_effect	v_upper	v_pH0	v_FDR	v_rhat	v_ess_bulk	v_ess_tail
Antigen-presenting monocytes	conditionCD28-41BB	condition	-0.609868509275	-0.2415341245	0.12748288635	0.2245	0.05755	1.00481236949972	907.805917250272	2497.80288154032	NA	NA	NA	NA	NA	NA	NA	NA
Antigen-presenting monocytes	conditionCD8-41BB	condition	0.087339942855	0.436243398	0.77013650105	0.02825	0.0075	1.00043153916774	2125.0821157211	3433.96604894613	NA	NA	NA	NA	NA	NA	NA	NA
Antigen-presenting monocytes	conditionSTOP	condition	-0.155784786675	0.2000360935	0.55202067145	0.27725	0.0737222222222222	1.00052536344899	800.222187643114	2484.27737340646	NA	NA	NA	NA	NA	NA	NA	NA
Antigen-presenting monocytes	conditiontumor	condition	-0.51742069205	-0.152041566	0.208954738125	0.37775	0.0710576923076923	1.00441726342103	1345.3155675022	2561.10029503136	NA	NA	NA	NA	NA	NA	NA	NA
Early activated microglia	(Intercept)	NA	0.792057981325	0.9523725695	1.1193912865	0	0	1.00174894535014	2249.51098689994	3129.24856221424	-5.56729925125	-5.00603621	-4.454239139	0	0	0.999922739071388	920.51244816628	2435.21291991295
Early activated microglia	conditionB7H3	condition	-0.678637030875	-0.372727922	-0.0632170639674999	0.04375	0.0275	1.00018996262591	2974.44061007522	3960.44937578512	NA	NA	NA	NA	NA	NA	NA	NA
Early activated microglia	conditionCD28-41BB	condition	-0.141420269675	0.1316366075	0.41821620695	0.40275	0.206675	1.00001992080802	3875.63884537082	3342.27687436316	NA	NA	NA	NA	NA	NA	NA	NA
Early activated microglia	conditionCD8-41BB	condition	-0.556779070725	-0.2635469815	0.0339058705575001	0.144	0.0349285714285714	1.00212568348166	4012.7094962844	4014.38871129384	NA	NA	NA	NA	NA	NA	NA	NA
Early activated microglia	conditionSTOP	condition	-0.0560879377825	0.234577089	0.51997447175	0.1815	0.04828125	1.00262747722918	2628.96895582177	3339.48364970029	NA	NA	NA	NA	NA	NA	NA	NA
Early activated microglia	conditiontumor	condition	0.167891502825	0.462256533	0.747250274025	0.00700000000000001	0.00206250000000001	1.00020659700309	3851.72558966153	3799.52218834601	NA	NA	NA	NA	NA	NA	NA	NA
Homeostatic microglia	(Intercept)	NA	0.245118987925	0.467220406	0.685954167425	0.001	8.33333333333334e-05	1.00004480264753	2406.10365906191	2869.68608379119	-5.3068779155	-4.794819985	-4.29418677475	0	0	1.00037777815262	654.53227307299	1972.60410616038
Homeostatic microglia	conditionB7H3	condition	-0.4620467369	-0.113042526	0.2129478552	0.46875	0.125839285714286	0.99985155788064	2434.32511061683	3726.98475985284	NA	NA	NA	NA	NA	NA	NA	NA
Homeostatic microglia	conditionCD28-41BB	condition	-0.2786435165	0.0619009864	0.384095503675	0.5865	0.286307692307692	1.00009771788501	2369.17033540015	3268.28133196118	NA	NA	NA	NA	NA	NA	NA	NA
Homeostatic microglia	conditionCD8-41BB	condition	-1.13021668225	-0.772538836	-0.413846890675	0	0	1.00193821976252	2476.97674407304	3840.897614036	NA	NA	NA	NA	NA	NA	NA	NA
Homeostatic microglia	conditionSTOP	condition	0.04414515563	0.3759607725	0.697176281225	0.05275	0.021	1.00024937100425	3380.21562858605	3735.11672467308	NA	NA	NA	NA	NA	NA	NA	NA
Homeostatic microglia	conditiontumor	condition	0.28388972345	0.6061096045	0.920178499225	0.001	2e-04	1.00101423145004	3178.2765712407	3392.69242887194	NA	NA	NA	NA	NA	NA	NA	NA
Inflammatory TAMs	(Intercept)	NA	-1.497297133	-1.137979885	-0.7875772882	0	0	1.00306538338466	443.922048949935	1395.02428270388	-5.9381151985	-5.16926861	-4.50194079775	0	0	1.00237449362664	189.850856065402	232.213677053417
