"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Ppp1r9b",1.48782859402317e-106,-0.853139956623927,0.032,0.088,2.83505738591115e-102
"Ppp2ca",3.83529181782201e-169,-0.276893882217213,0.233,0.332,7.30814855885985e-165
"Ppp2cb",1.06003749735103e-73,-0.0230373551561445,0.086,0.115,2.01990145120238e-69
"Ppp2r1a",1.76497770810159e-52,-0.109644072168945,0.13,0.164,3.36316502278759e-48
"Ppp2r1b",4.30658847230803e-10,0.389882213489941,0.085,0.093,8.20620433398295e-06
"Ppp2r2a",1.2610004362525e-180,-0.359975586118152,0.1,0.175,2.40283633127915e-176
"Ppp2r2b",3.2572361385048e-09,0.616140726879451,0.001,0.001,6.2066634619209e-05
"Ppp2r2c",6.7540681657014e-22,0.409892122460266,0.01,0.009,1.2869876889744e-17
"Ppp2r2d",3.02822830835496e-95,-0.282239766106783,0.036,0.069,5.77028904157039e-91
"Ppp2r3a",1.13460055687811e-33,-0.177380395448139,0.005,0.009,2.16198136113123e-29
"Ppp2r3c",1.22466346998864e-51,-0.27599501506961,0.044,0.068,2.33359624206336e-47
"Ppp2r5a",1.2209417524404e-192,-0.433832684402455,0.147,0.229,2.32650450927518e-188
"Ppp2r5b",1.78452051945622e-16,-0.518014310293046,0.006,0.01,3.40040384982382e-12
"Ppp2r5c",0,-0.631221810445984,0.111,0.235,0
"Ppp2r5d",3.04941982581498e-114,-0.590519434723541,0.022,0.051,5.81066947809045e-110
"Ppp2r5e",3.40407791273755e-122,-1.14392829020335,0.015,0.047,6.4864704627214e-118
"Ppp3ca",5.83293503284965e-164,-0.567253148590467,0.047,0.113,1.1114657705095e-159
"Ppp3cb",1.00444039837283e-242,-0.481549062719961,0.11,0.2,1.91396117909943e-238
"Ppp3cc",2.26531746727171e-21,0.197888537067429,0.002,0.003,4.31656243388625e-17
"Ppp3r1",3.63261463775805e-253,-0.68143582970641,0.089,0.195,6.92194719224797e-249
"Ppp3r2",0.25014676290037,0.0806461572176111,0,0,1
"Ppp4c",2.91154658045586e-10,0.267027537952352,0.079,0.091,5.54795200905864e-06
"Ppp4r1",6.22915959060938e-71,-0.244382818459788,0.04,0.07,1.18696635999062e-66
"Ppp4r2",2.05441399037643e-255,-0.45325307367433,0.13,0.232,3.91468585866229e-251
"Ppp4r3a",1.15674041129625e-92,-0.0434916209248477,0.162,0.216,2.204168853725e-88
"Ppp4r3b",1.13868930612564e-231,-0.727222161540402,0.057,0.132,2.16977247282241e-227
"Ppp4r4",0.0695592042165449,0.64132099674951,0,0,1
"Ppp5c",1.77905536725257e-61,0.0754428513933577,0.149,0.181,3.38999000229977e-57
"Ppp6c",6.02950381266677e-39,0.250661751400975,0.126,0.153,1.14892195150365e-34
"Ppp6r1",1.27405260400063e-67,0.0458553173509411,0.214,0.287,2.42770723692321e-63
"Ppp6r2",1.50160214963888e-63,-0.0725480056596948,0.018,0.028,2.86130289613689e-59
"Ppp6r3",4.39351888336411e-251,-0.276840107181486,0.175,0.281,8.3718502322503e-247
"Pprc1",8.80509344057119e-23,0.275828604458889,0.091,0.114,1.67781055510084e-18
"Ppt1",0,-0.57088730421611,0.309,0.484,0
"Ppt2",0.155669461116683,0.363326067541152,0.149,0.154,1
"Pptc7",1.05510403328036e-66,-0.408913671822408,0.017,0.037,2.01050073541572e-62
"Ppwd1",0.00957503157161611,0.366198947483067,0.028,0.028,1
"Ppy",0.59989811655571,1.69102231464498,0,0,1
"Pqbp1",4.0810672193578e-155,-0.605588822825341,0.055,0.12,7.77647358648629e-151
"Pqlc3",2.63433888490245e-98,-0.990616696122627,0.028,0.064,5.01973274518162e-94
"Pradc1",0.00109036198641961,-0.156398685787854,0.001,0.001,1
"Praf2",3.63141736737677e-44,-1.03269170356467,0.007,0.019,6.91966579353643e-40
"Prag1",1.88553119235157e-29,0.400460588213958,0.091,0.109,3.59287968702591e-25
"Pram1",0.0229425710774915,0.590834557475941,0.012,0.009,1
"Pramel1",0.103781267332221,-4.36200234022322,0,0,1
"Pramel11",0.663902817208785,1.29238161256762,0,0,1
"Pramel12",0.406265767587915,0.363137929966735,0.027,0.028,1
"Pramel13",0.147601184172119,-1.33849009263239,0,0,1
"Pramel14",0.986554630965392,-0.39654069334628,0,0,1
"Pramel15",0.374209265239127,-0.765630829577171,0,0,1
"Pramel20",0.879532381322014,-2.90548486697604,0,0,1
"Pramel29",0.934929002486383,1.69397919869254,0,0,1
"Pramel32",0.269810753050993,-0.542685757356704,0,0,1
"Pramel48",0.0965496859116365,0.0439743382898996,0,0,1
"Pramel5",0.389879796313621,0.107439502472646,0,0,1
"Pramel6",0.182542458051546,-2.63473742642625,0,0,1
"Pramel7",0.983613298092292,-0.340859769188745,0,0,1
"Pramex1",0.27644319404723,-2.06655263607404,0,0,1
"Prap1",0.123754729734164,-2.95982076132097,0,0,1
"Prb1",0.392842320529996,2.49716904840581,0,0,1
"Prc1",4.58158317108818e-08,-0.593522773724825,0,0.001,0.000873020673250852
"Prcc",0.0079675944143437,0.314869524440629,0.137,0.142,1
"Prcd",0.0124480036855502,0.584958577697988,0,0,1
"Prcp",2.89436952998386e-299,-0.735593420643787,0.105,0.228,5.51522113938424e-295
"Prdm1",3.91002004672968e-40,0.0124130463983316,0.078,0.106,7.45054319904341e-36
"Prdm10",1.49984158127127e-45,-0.332022564305857,0.015,0.025,2.8579481331124e-41
"Prdm11",1.09184050329128e-25,0.0479297970924812,0.023,0.032,2.08050207902153e-21
"Prdm12",0.521904219051665,0.495545680436754,0,0,1
"Prdm13",0.990547690770921,-3.05579647423577,0,0,1
"Prdm14",0.0405313060536538,-2.7470331096314,0,0,1
"Prdm15",6.25245886416022e-11,0.157609988297891,0.018,0.023,1.19140603656573e-06
"Prdm16",0.15999783831798,-2.55027842184319,0,0,1
"Prdm2",2.73567319311457e-226,-1.285581127892,0.021,0.083,5.21282526947981e-222
"Prdm4",2.19928548199247e-62,-0.342313835629801,0.045,0.079,4.19073848593665e-58
"Prdm5",6.2129900882937e-05,0.803226848536544,0.001,0.001,1
"Prdm6",0.543457688770451,3.19481744067385,0,0,1
"Prdm8",1.10687656483158e-08,-0.242357351394638,0,0.001,0.000210915329428658
"Prdm9",0.000156867437866859,0.314006348046926,0.026,0.031,1
"Prdx1",1.21420079610473e-69,-0.101836051994254,0.244,0.269,2.31365961697756e-65
"Prdx2",5.62673098928244e-30,-0.0914952307065422,0.066,0.078,1.07217359000777e-25
"Prdx3",6.58885099596847e-204,-0.770095207128575,0.052,0.122,1.25550555728179e-199
"Prdx4",1.55683277640783e-107,-0.444787087581148,0.109,0.163,2.96654485544512e-103
"Prdx5",9.29775356819561e-07,0.290775040886194,0.291,0.271,0.0177168694241967
"Prdx6",2.57754176768739e-13,0.110130244466887,0.011,0.018,4.91150583832833e-09
"Prdx6b",0.374209265250206,-1.88512116346536,0,0,1
"Preb",0.000104631114985002,0.381781038807489,0.168,0.174,1
"Prelid1",0.246256305959557,0.410140865213847,0.031,0.031,1
"Prelid2",7.57364511656921e-49,-0.606340577328715,0.013,0.03,1.44315807696226e-44
"Prelid3a",0.00013449674583817,-0.451082294696837,0.001,0.002,1
"Prelid3b",1.58510233005015e-40,-0.874390094689769,0.006,0.019,3.02041248991056e-36
"Prelp",3.92699094320137e-10,-3.66152804824385,0,0,7.48288124227022e-06
"Prep",9.0194504171655e-43,0.0177890380361232,0.035,0.053,1.71865627699089e-38
"Prepl",1.10863447707599e-65,-0.956275138041922,0.003,0.009,2.1125029960683e-61
"Prex1",4.39525633152581e-20,0.0492311471637845,0.444,0.518,8.37516093972243e-16
"Prex2",4.29514685198143e-25,-2.88371948410282,0,0.002,8.18440232645062e-21
"Prf1",0.99732993029889,-0.0882625564016735,0,0,1
"Prg2",0.250338488165833,1.92719330786365,0.001,0,1
"Prg3",0.281722457500783,-0.737768048413137,0,0,1
"Prg4",0.669339525276721,1.59344206696128,0,0,1
"Prh1",0.875315385483343,-0.791180002513013,0,0,1
"Prickle1",1.20518287166246e-12,-3.82898861345606,0,0.002,2.29647596195282e-08
"Prickle2",0.122409910102712,-0.40439460460093,0,0.001,1
"Prickle3",0.0128629518664501,0.509820448325645,0.008,0.008,1
"Prickle4",0.00144348258183049,-0.657208439069349,0.001,0.002,1
"Prim1",4.15170592787529e-11,-0.60696235011163,0.001,0.002,7.91107564556636e-07
"Prim2",6.65475556032745e-23,-0.0394060732608112,0.025,0.031,1.2680636720204e-18
"Prima1",0.185742091088957,-0.534399671753762,0,0,1
"Primpol",6.07518203594424e-59,-0.251473519212011,0.037,0.065,1.15762593694917e-54
"Prkaa1",3.5407697428371e-69,-0.295298110363485,0.041,0.065,6.7469367449761e-65
"Prkaa2",1.83019028488012e-09,0.0201391156803954,0.001,0.001,3.48742758783906e-05
"Prkab1",2.10790316507246e-50,-0.101917696593153,0.036,0.063,4.01660948104557e-46
"Prkab2",3.49634102234685e-20,0.256169958166945,0.046,0.058,6.66227781808192e-16
"Prkaca",2.41799184328088e-51,-0.601830008996117,0.036,0.067,4.60748345737171e-47
"Prkacb",2.40956371880507e-157,-0.920242402563182,0.022,0.071,4.59142366618307e-153
"Prkag1",1.66983218408835e-134,-0.404009818964288,0.036,0.072,3.18186522678036e-130
"Prkag2",3.06833120277526e-52,-1.00138399659128,0.006,0.019,5.84670510688826e-48
"Prkag3",0.0679236465570112,-1.89569062201272,0,0,1
"Prkar1a",0.119817492292115,0.267966420714397,0.335,0.364,1
"Prkar1b",1.31823739566528e-05,0.308341733957067,0.002,0.002,0.25119013574402
"Prkar2a",7.53306855690738e-66,-0.127409064147721,0.021,0.038,1.4354262135187e-61
"Prkar2b",2.95417335834044e-11,-0.10460369026234,0.018,0.023,5.62917733431771e-07
"Prkca",5.69892858871003e-18,0.0166237605044701,0.009,0.016,1.0859308425787e-13
"Prkcb",1.02947574169161e-262,-0.624516931421462,0.087,0.179,1.96166602579337e-258
"Prkcd",1.62880477603375e-32,-0.0686891515225811,0.567,0.656,3.10368750073232e-28
"Prkce",2.47247899318508e-71,-0.0319590084093857,0.015,0.02,4.71130872151416e-67
