cell_group	parameter	factor	c_lower	c_effect	c_upper	c_pH0	c_FDR	c_rhat	c_ess_bulk	c_ess_tail	v_lower	v_effect	v_upper	v_pH0	v_FDR	v_rhat	v_ess_bulk	v_ess_tail
Antigen-presenting TAMs	conditiontumor	condition	-0.610646753775	-0.2777030105	0.0545769591200001	0.151	0.0175681818181818	1.00011866889804	2612.78701306275	3404.58268632638	NA	NA	NA	NA	NA	NA	NA	NA
Antigen-presenting monocytes	(Intercept)	NA	-0.998304964875	-0.758857574	-0.511934693775	0	0	1.00474905932708	818.858717866874	1990.90799368771	-6.319290354	-5.724005895	-5.16195210025	0	0	1.00150908862614	893.378883992004	3422.88153059724
Antigen-presenting monocytes	conditionB7H3	condition	0.03345128515	0.3641920715	0.703655764025	0.05925	0.03146875	1.00628571976329	793.707678312105	2874.70444089013	NA	NA	NA	NA	NA	NA	NA	NA
Antigen-presenting monocytes	conditionCD28-41BB	condition	-0.609868509275	-0.2415341245	0.12748288635	0.2245	0.05755	1.00771836568084	649.876114384214	2135.04663784943	NA	NA	NA	NA	NA	NA	NA	NA
Antigen-presenting monocytes	conditionCD8-41BB	condition	0.087339942855	0.436243398	0.770136371025	0.02825	0.0075	1.00469875955967	1688.92174497673	3451.7696979274	NA	NA	NA	NA	NA	NA	NA	NA
Antigen-presenting monocytes	conditionSTOP	condition	-0.155784786675	0.2000360935	0.55202067145	0.27725	0.0737222222222222	1.00999494371503	623.044170030083	1923.72736865787	NA	NA	NA	NA	NA	NA	NA	NA
Antigen-presenting monocytes	conditiontumor	condition	-0.51742069205	-0.152041566	0.208954738125	0.37775	0.0710576923076923	1.00376957725925	1856.67354506339	2928.72729194878	NA	NA	NA	NA	NA	NA	NA	NA
Early activated microglia	(Intercept)	NA	0.792057981325	0.9523725695	1.1193912865	0	0	1.000637909812	2508.36123161999	3199.60480276847	-5.56729925125	-5.00603621	-4.454239139	0	0	1.00173819881156	839.276212067574	2202.81946724497
Early activated microglia	conditionB7H3	condition	-0.678637030875	-0.372727922	-0.0632170639674999	0.04375	0.0275	1.00096904445758	2665.03998180112	3956.55445386662	NA	NA	NA	NA	NA	NA	NA	NA
Early activated microglia	conditionCD28-41BB	condition	-0.141420269675	0.1316366075	0.41821620695	0.40275	0.206675	1.00079922270761	3870.49873448604	3447.30116411364	NA	NA	NA	NA	NA	NA	NA	NA
Early activated microglia	conditionCD8-41BB	condition	-0.556779070725	-0.2635469815	0.0339058705575001	0.144	0.0349285714285714	0.999972273617555	4070.11108620609	4046.16703156686	NA	NA	NA	NA	NA	NA	NA	NA
