cell_group	parameter	factor	c_lower	c_effect	c_upper	c_pH0	c_FDR	c_rhat	c_ess_bulk	c_ess_tail	v_lower	v_effect	v_upper	v_pH0	v_FDR	v_rhat	v_ess_bulk	v_ess_tail
Stress-response microglia	conditionCD28-41BB	condition	-0.192183081225	0.09422171254683508	0.3810711050250001	0.52025	0.22547727272727272	1.0003453040341255	3648.920965232282	3458.5245069577863	NA	NA	NA	NA	NA	NA	NA	NA
Stress-response microglia	conditionCD8-41BB	condition	-0.8324539419	-0.530366131873275	-0.22609501287499997	0.0012499999999999734	4.166666666666578e-4	1.000951000809709	2802.2505871068643	2843.9321242208794	NA	NA	NA	NA	NA	NA	NA	NA
Stress-response microglia	conditionSTOP	condition	0.1618801531	0.43020317325808	0.70620314260000006	0.009750000000000036	0.0050000000000000044	1.000692006199925	4076.244674389408	3670.7198763805923	NA	NA	NA	NA	NA	NA	NA	NA
Stress-response microglia	conditiontumor	condition	0.177305751325	0.453850952102875	0.7326860338500001	0.006750000000000034	0.0017812499999999981	1.0003274004380074	3127.8558432148616	3615.6802718727054	NA	NA	NA	NA	NA	NA	NA	NA
TAM-like phagocytic microglia	(Intercept)	NA	0.5076889064	0.66805597543875	0.8263675620500001	0	0	1.0000492833075572	790.6516392958549	3286.3403934105363	-5.92231079925	-5.3307261353325	-4.726094733249999	0	0	1.0031273064811221	482.21167789061445	1521.212585522101
TAM-like phagocytic microglia	conditionB7H3	condition	0.0037816392760000005	0.27709154160923327	0.55336280495	0.10875000000000001	0.040874999999999974	1.0010499225892928	1789.947886656435	3734.013888307783	NA	NA	NA	NA	NA	NA	NA	NA
TAM-like phagocytic microglia	conditionCD28-41BB	condition	0.165127181825	0.426201219877755	0.6854547795000001	0.009000000000000008	0.00462499999999999	1.0000237583468563	3044.857978502678	3295.244456248891	NA	NA	NA	NA	NA	NA	NA	NA
TAM-like phagocytic microglia	conditionCD8-41BB	condition	-0.523414062625	-0.2346534158689222	0.058122361247500004	0.17700000000000005	0.048125	1.0009363901042712	3055.595386817038	2783.1296001747414	NA	NA	NA	NA	NA	NA	NA	NA
TAM-like phagocytic microglia	conditionSTOP	condition	0.13689584475	0.41343709727590444	0.7048211212750001	0.011750000000000038	0.007250000000000016	0.9998476857359734	2721.4363741850716	3188.8225536691393	NA	NA	NA	NA	NA	NA	NA	NA
TAM-like phagocytic microglia	conditiontumor	condition	0.14322633595	0.42177613450583323	0.702835638175	0.012750000000000039	0.0034499999999999973	0.9997610020660088	1440.901091153715	3092.233060032906	NA	NA	NA	NA	NA	NA	NA	NA
cDC1	(Intercept)	NA	-1.3285120995	-1.1083244303775	-0.881064973075	0	0	1.0001618654481768	2720.635963934438	3424.154559844747	-6.96711306925	-6.2491427912325	-5.5776642215	0	0	1.000649683628348	390.17158507628085	495.6630476586635
cDC1	conditionB7H3	condition	0.108441238525	0.4353863256472075	0.7652941029500001	0.021750000000000047	0.01631249999999998	1.0006199155765532	2610.00418853735	2288.5035009945323	NA	NA	NA	NA	NA	NA	NA	NA
cDC1	conditionCD28-41BB	condition	-0.780270540725	-0.44566672430565124	-0.12182625869999979	0.01924999999999999	0.00949999999999999	1.002088956949543	1301.8226514646892	2463.173409503718	NA	NA	NA	NA	NA	NA	NA	NA
cDC1	conditionCD8-41BB	condition	0.042929190285	0.350366733214578	0.6583359063750001	0.056499999999999995	0.012166666666666659	0.9998909755465137	3091.8096093543504	3331.1375084676893	NA	NA	NA	NA	NA	NA	NA	NA
cDC1	conditionSTOP	condition	-0.4916045685	-0.158318827746889	0.1692947846	0.365	0.12604166666666666	1.0013252910108752	2282.1807451000905	3168.2219833004115	NA	NA	NA	NA	NA	NA	NA	NA
cDC1	conditiontumor	condition	-0.87795761315	-0.5400136891040975	-0.20303190364999976	0.007499999999999951	0.0024166666666666594	1.0001648714534197	672.3835854286134	2552.2976408526574	NA	NA	NA	NA	NA	NA	NA	NA
