cell_group	parameter	factor	c_lower	c_effect	c_upper	c_pH0	c_FDR	c_rhat	c_ess_bulk	c_ess_tail	v_lower	v_effect	v_upper	v_pH0	v_FDR	v_rhat	v_ess_bulk	v_ess_tail
Inflammatory monocytes	conditionCD8-41BB	condition	-0.26259513035	0.15626419554274668	0.5897495662250001	0.39949999999999997	0.05052083333333334	1.000396943829427	4101.976762728541	3987.27128102458	NA	NA	NA	NA	NA	NA	NA	NA
Inflammatory monocytes	conditionSTOP	condition	-0.41726888425	0.016169157325643	0.463670203925	0.6435	0.38475	1.0008863302166042	3612.5595447371834	3750.370603942267	NA	NA	NA	NA	NA	NA	NA	NA
Lipid-associated TAMs	(Intercept)	NA	-1.0730712977499999	-0.79933784895125	-0.5437113827000001	0	0	1.0006159013328093	4173.833254150394	2669.6209823098447	-5.9175333885	-5.3385600867325	-4.77196887225	0	0	1.0006874006392092	2828.0410124803634	3161.566943472093
Lipid-associated TAMs	condition41BB-L	condition	0.417102223125	0.843894856025375	1.2666439569999999	7.500000000000284e-4	7.500000000000284e-4	1.0002463942895061	3686.43929842651	3266.013064791549	NA	NA	NA	NA	NA	NA	NA	NA
Lipid-associated TAMs	conditionB7H3	condition	0.42938193155000004	0.837991204510675	1.253839155	4.999999999999449e-4	1.9999999999997797e-4	0.9998819853082553	4057.7059819789224	3863.3289525223036	NA	NA	NA	NA	NA	NA	NA	NA
Lipid-associated TAMs	conditionCD28-41BB	condition	0.07616212984500001	0.5032230886766957	0.94061531755	0.03500000000000003	0.030125000000000013	0.9998651314356894	4069.2536825764787	4000.00199889629	NA	NA	NA	NA	NA	NA	NA	NA
Lipid-associated TAMs	conditionCD8-41BB	condition	-0.379537178325	0.059594905314566	0.48855128277500004	0.56725	0.11557142857142857	1.0013550253776935	3941.248300240055	3493.7796309249416	NA	NA	NA	NA	NA	NA	NA	NA
Lipid-associated TAMs	conditionSTOP	condition	-0.49220677282499997	-0.03018489393742405	0.42068958647500004	0.6265000000000001	0.3648461538461539	0.9998794126451505	4013.966966999198	2556.837699425409	NA	NA	NA	NA	NA	NA	NA	NA
Perivascular macrophages	(Intercept)	NA	-0.0223169031625	0.21248929122828333	0.453602254375	0.17825000000000002	0.027999999999999997	1.000245533654529	4092.1369352416177	3668.7695750083203	-5.90484917825	-5.3164903132375	-4.748111989250001	0	0	1.0005456225784048	3447.736092621426	3537.7872560262267
Perivascular macrophages	condition41BB-L	condition	-1.1384444530000002	-0.736136607484	-0.31359398757499973	7.500000000000284e-4	7.500000000000284e-4	1.000807540812578	4211.79691586995	3958.3569809162527	NA	NA	NA	NA	NA	NA	NA	NA
Perivascular macrophages	conditionB7H3	condition	-1.55841621625	-1.1381980492705	-0.713424307325	0	0	1.0012558100808264	4037.8111844533128	3497.2494968748374	NA	NA	NA	NA	NA	NA	NA	NA
Perivascular macrophages	conditionCD28-41BB	condition	-0.44406668504999997	-0.05098652795842385	0.33211454264999996	0.6	0.3119615384615384	1.001096284732168	4105.0558697083015	3813.8596892114506	NA	NA	NA	NA	NA	NA	NA	NA
Perivascular macrophages	conditionCD8-41BB	condition	-0.838860271925	-0.433976246803256	-0.04263294889249999	0.048250000000000015	0.009400000000000009	0.9999508465097876	3972.3737299989507	3921.4102981884103	NA	NA	NA	NA	NA	NA	NA	NA
Perivascular macrophages	conditionSTOP	condition	-0.850362869325	-0.4287173534793399	-0.009520065103249953	0.06374999999999997	0.06374999999999997	0.9998746984473885	3771.719377485276	3370.846111403126	NA	NA	NA	NA	NA	NA	NA	NA
Perivascular macrophages (chemokine-producing)	(Intercept)	NA	-0.20794041297500002	0.017957769541377212	0.24772878102500004	0.77325	0.095125	1.0000930739290814	3929.0303951727888	2453.59471107161	-6.761741842	-5.7894176958725	-4.8631577329999995	0	0	1.0026377840999563	2034.7896987785475	3194.651712318654
Perivascular macrophages (chemokine-producing)	condition41BB-L	condition	-1.06005334675	-0.63677110428182	-0.23375183892499993	0.007750000000000035	0.0030833333333333637	1.0000556340284026	4100.90618758743	3732.6267532498205	NA	NA	NA	NA	NA	NA	NA	NA
Perivascular macrophages (chemokine-producing)	conditionB7H3	condition	-1.48498726125	-1.0446535001765	-0.6101949496749999	0	0	1.0014691373364681	3953.1650707746744	3817.3877544310876	NA	NA	NA	NA	NA	NA	NA	NA
Perivascular macrophages (chemokine-producing)	conditionCD28-41BB	condition	-0.9034218965249999	-0.4932218879706875	-0.09712612188999992	0.025249999999999995	0.025249999999999995	1.0001105420411947	4087.9781997640434	3809.1727264644283	NA	NA	NA	NA	NA	NA	NA	NA
Perivascular macrophages (chemokine-producing)	conditionCD8-41BB	condition	-1.0620900972499998	-0.65000294063768	-0.25090886637499976	0.00275000000000003	8.499999999999952e-4	1.0005314992859207	3891.654433250253	3983.939397752594	NA	NA	NA	NA	NA	NA	NA	NA
Perivascular macrophages (chemokine-producing)	conditionSTOP	condition	-0.7386369632999998	-0.32487981718087594	0.06676298562500005	0.14100000000000001	0.1075	1.0004849924028991	3983.582457214051	3881.162295686455	NA	NA	NA	NA	NA	NA	NA	NA
Stress-response microglia	(Intercept)	NA	1.6288607130000001	1.83296487733	2.03376998225	0	0	1.001305289729193	1601.6376257165766	1306.0193198679767	-5.021400641750001	-4.421293643035	-3.691181851	0	0	1.009289422777622	457.33407382909064	130.9330083175847
Stress-response microglia	condition41BB-L	condition	-0.640774754075	-0.2882489351929564	0.06415763569250002	0.15100000000000002	0.04635714285714286	0.9998594391969845	3598.301955138571	3686.0225792307097	NA	NA	NA	NA	NA	NA	NA	NA
Stress-response microglia	conditionB7H3	condition	-1.1045976252499998	-0.720407000877725	-0.327227792475	0.0010000000000000009	3.928571428571313e-4	1.0031080089693767	4003.2647502603336	3795.8257609702137	NA	NA	NA	NA	NA	NA	NA	NA
Stress-response microglia	conditionCD28-41BB	condition	-0.5491187426749999	-0.21288999901017058	0.13864339615000004	0.26425	0.13129166666666667	1.0005545409894876	3918.385322593358	3918.2295664346475	NA	NA	NA	NA	NA	NA	NA	NA
Stress-response microglia	conditionCD8-41BB	condition	-1.2360082475	-0.845078837535375	-0.45911022409999996	4.999999999999449e-4	1.666666666666483e-4	1.0006549127524735	2259.3482981605725	2049.8705850560245	NA	NA	NA	NA	NA	NA	NA	NA
Stress-response microglia	conditionSTOP	condition	-0.201338084175	0.1306657956076765	0.466408608675	0.42374999999999996	0.21185714285714288	0.9999106716831225	3858.602970903332	3968.116900032454	NA	NA	NA	NA	NA	NA	NA	NA
TAM-like phagocytic microglia	(Intercept)	NA	0.7742534452999998	0.9576726030115	1.13225761475	0	0	1.0015895054052864	1527.074783317409	1412.9529978139017	-6.0496862275000005	-5.3455915174875	-4.649379056	0	0	1.002114468404297	1608.3566978322713	2256.7213586928256
TAM-like phagocytic microglia	condition41BB-L	condition	-0.5856273715000001	-0.25103549591983126	0.08505876426750002	0.18174999999999997	0.0837	1.000555981524615	3644.301599644658	3266.177179946528	NA	NA	NA	NA	NA	NA	NA	NA
TAM-like phagocytic microglia	conditionB7H3	condition	-0.3539989713	-0.018016381083933136	0.31942046657500006	0.6892499999999999	0.08805357142857141	0.9998207769360886	3856.7393959975893	3562.780751867732	NA	NA	NA	NA	NA	NA	NA	NA
TAM-like phagocytic microglia	conditionCD28-41BB	condition	-0.17522926495	0.14788885205885	0.4569206107000001	0.37525	0.18884374999999998	1.0005032149722077	3799.8324586158546	3704.388112966338	NA	NA	NA	NA	NA	NA	NA	NA
TAM-like phagocytic microglia	conditionCD8-41BB	condition	-0.8741651561999999	-0.5212207471541624	-0.16668241249999988	0.009750000000000036	0.00356250000000001	0.9998325175256562	3257.7440385399777	3049.578787414602	NA	NA	NA	NA	NA	NA	NA	NA
TAM-like phagocytic microglia	conditionSTOP	condition	-0.20124847622499997	0.13165226502501404	0.462149765725	0.4315	0.2393125	1.0011910631465446	3579.174647646448	3151.972662030429	NA	NA	NA	NA	NA	NA	NA	NA
cDC1	(Intercept)	NA	-1.79242062375	-1.4471813719515	-1.09289736675	0	0	1.0006311396853305	2223.8456437766517	2888.0201505582554	-6.785843817999999	-5.9328369538225	-5.06688544625	0	0	1.0016835569532785	1227.724373389116	2757.164314222923
cDC1	condition41BB-L	condition	-0.160977872325	0.35967186388395805	0.8763506155000002	0.15600000000000003	0.060062500000000005	1.0003185495362061	3981.2648406398216	3423.996519787283	NA	NA	NA	NA	NA	NA	NA	NA
cDC1	conditionB7H3	condition	0.27443006125	0.7638736554992165	1.2298829837500003	0.007499999999999951	0.0016388888888888688	1.0001831287627267	2615.0892030305827	3282.88537661706	NA	NA	NA	NA	NA	NA	NA	NA
cDC1	conditionCD28-41BB	condition	-0.5894133230249999	-0.08963836624822474	0.4095437142	0.51125	0.26190909090909087	1.0001066914283616	4121.145586364332	3847.7379108044365	NA	NA	NA	NA	NA	NA	NA	NA
cDC1	conditionCD8-41BB	condition	0.220765970675	0.688254049315117	1.1714616935	0.008750000000000036	0.002678571428571435	1.0012652645196025	4042.642903689861	3664.525842167636	NA	NA	NA	NA	NA	NA	NA	NA
cDC1	conditionSTOP	condition	-0.34000706025	0.19685195991437726	0.7084708876000001	0.34875	0.17654166666666668	1.0001575224283623	3750.8746477376244	2506.4545444274295	NA	NA	NA	NA	NA	NA	NA	NA
